"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 2",56.60523,54.32,58.89,"Total","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","AAPISI","Pell recipient"
"Category 1",32.225697,17.71,46.74,"Total","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Tribal college","Not a Pell recipient"
"Category 2",67.774303,53.26,82.29,"Total","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Tribal college","Pell recipient"
"Category 1",33.471873,28.92,38.02,"Total","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Other MSI","Not a Pell recipient"
"Category 2",66.528127,61.98,71.08,"Total","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Other MSI","Pell recipient"
"Category 1",42.16737,40.61,43.72,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Total","Not a Pell recipient"
"Category 2",57.83263,56.28,59.39,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Total","Pell recipient"
"Category 1",43.870112,41.8,45.94,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Not an MSI","Not a Pell recipient"
"Category 2",56.129888,54.06,58.2,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Not an MSI","Pell recipient"
"Category 1",25.289903,18.96,31.62,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HBCU","Not a Pell recipient"
"Category 2",74.710098,68.38,81.04,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HBCU","Pell recipient"
"Category 1",41.945861,36.05,47.84,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","PBI","Not a Pell recipient"
"Category 2",58.054139,52.16,63.95,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","PBI","Pell recipient"
"Category 1",41.443317,39.11,43.77,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HSI","Not a Pell recipient"
"Category 2",58.556683,56.23,60.89,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HSI","Pell recipient"
"Category 1",55.992378,46.7,65.28,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","AAPISI","Not a Pell recipient"
"Category 2",44.007622,34.72,53.3,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","AAPISI","Pell recipient"
"Category 1",30.83034,10.6,51.06,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Tribal college","Not a Pell recipient"
"Category 2",69.16966,48.94,89.4,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Tribal college","Pell recipient"
"Category 1",36.355466,31.97,40.74,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Other MSI","Not a Pell recipient"
"Category 2",63.644534,59.26,68.03,"Public 2-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Other MSI","Pell recipient"
"Category 1",46.265828,45.64,46.89,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Total","Not a Pell recipient"
"Category 2",53.734172,53.11,54.36,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Total","Pell recipient"
"Category 1",53.782198,53.04,54.52,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Not an MSI","Not a Pell recipient"
"Category 2",46.217802,45.48,46.96,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Not an MSI","Pell recipient"
"Category 1",23.317936,19.81,26.82,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HBCU","Not a Pell recipient"
"Category 2",76.682065,73.18,80.19,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HBCU","Pell recipient"
"Category 1",36.498597,32.9,40.1,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","PBI","Not a Pell recipient"
"Category 2",63.501403,59.9,67.1,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","PBI","Pell recipient"
"Category 1",34.104419,32.34,35.87,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HSI","Not a Pell recipient"
"Category 2",65.895581,64.13,67.66,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HSI","Pell recipient"
"Category 1",42.118873,39.58,44.66,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","AAPISI","Not a Pell recipient"
"Category 2",57.881127,55.34,60.42,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","AAPISI","Pell recipient"
"Category 1",41.648556,17.6,65.7,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Tribal college","Not a Pell recipient"
"Category 2",58.351444,34.3,82.4,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Tribal college","Pell recipient"
"Category 1",35.992368,32.41,39.58,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Other MSI","Not a Pell recipient"
"Category 2",64.007632,60.42,67.59,"Public 4-year","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Other MSI","Pell recipient"
"Category 1",36.0797,34.47,37.69,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Total","Not a Pell recipient"
"Category 2",63.9203,62.31,65.53,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Total","Pell recipient"
"Category 1",45.836979,43.2,48.47,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Not an MSI","Not a Pell recipient"
"Category 2",54.163021,51.53,56.8,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Not an MSI","Pell recipient"
"Category 1",16.061942,7.21,24.92,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HBCU","Not a Pell recipient"
"Category 2",83.938058,75.08,92.79,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HBCU","Pell recipient"
"Category 1",23.7011,19.82,27.58,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","PBI","Not a Pell recipient"
"Category 2",76.298901,72.42,80.18,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","PBI","Pell recipient"
"Category 1",19.26274,15.07,23.45,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HSI","Not a Pell recipient"
"Category 2",80.73726,76.55,84.93,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","HSI","Pell recipient"
"Category 1",51.305578,38.73,63.89,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","AAPISI","Not a Pell recipient"
"Category 2",48.694422,36.11,61.27,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","AAPISI","Pell recipient"
"Category 1",24.527879,-5.41,54.46,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Tribal college","Not a Pell recipient"
"Category 2",75.472121,45.54,105.41,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Tribal college","Pell recipient"
"Category 1",27.281498,14.12,40.44,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Other MSI","Not a Pell recipient"
"Category 2",72.718502,59.56,85.88,"Other","Pell Recipient Status",2,"Institution MSI Status","nyyqef","D8 Percentages","Other MSI","Pell recipient"
"Category 1",98.147404,97.88,98.42,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Total","Non-HBCUs"
"Category 2",1.852596,1.58,2.12,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Total","HBCUs"
"Category 1",100,100,100,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Not an MSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Not an MSI","HBCUs"
"Category 1",NA,NA,NA,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HBCU","Non-HBCUs"
"Category 2",100,100,100,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HBCU","HBCUs"
"Category 1",100,100,100,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","PBI","Non-HBCUs"
"Category 2",NA,NA,NA,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","PBI","HBCUs"
"Category 1",100,100,100,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HSI","HBCUs"
"Category 1",100,100,100,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","AAPISI","Non-HBCUs"
"Category 2",NA,NA,NA,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","AAPISI","HBCUs"
"Category 1",100,100,100,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Tribal college","Non-HBCUs"
"Category 2",NA,NA,NA,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Tribal college","HBCUs"
"Category 1",100,100,100,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Other MSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Total","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Other MSI","HBCUs"
"Category 1",99.123367,98.97,99.28,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Total","Non-HBCUs"
"Category 2",0.876633,0.72,1.03,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Total","HBCUs"
"Category 1",100,100,100,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Not an MSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Not an MSI","HBCUs"
"Category 1",NA,NA,NA,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HBCU","Non-HBCUs"
"Category 2",100,100,100,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HBCU","HBCUs"
"Category 1",100,100,100,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","PBI","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","PBI","HBCUs"
"Category 1",100,100,100,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HSI","HBCUs"
"Category 1",100,100,100,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","AAPISI","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","AAPISI","HBCUs"
"Category 1",100,100,100,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Tribal college","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Tribal college","HBCUs"
"Category 1",100,100,100,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Other MSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 2-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Other MSI","HBCUs"
"Category 1",97.620786,97.29,97.95,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Total","Non-HBCUs"
"Category 2",2.379214,2.05,2.71,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Total","HBCUs"
"Category 1",100,100,100,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Not an MSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Not an MSI","HBCUs"
"Category 1",NA,NA,NA,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HBCU","Non-HBCUs"
"Category 2",100,100,100,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HBCU","HBCUs"
"Category 1",100,100,100,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","PBI","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","PBI","HBCUs"
"Category 1",100,100,100,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HSI","HBCUs"
"Category 1",100,100,100,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","AAPISI","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","AAPISI","HBCUs"
"Category 1",100,100,100,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Tribal college","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Tribal college","HBCUs"
"Category 1",100,100,100,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Other MSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Public 4-year","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Other MSI","HBCUs"
"Category 1",98.313773,97.52,99.11,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Total","Non-HBCUs"
"Category 2",1.686227,0.89,2.48,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Total","HBCUs"
"Category 1",100,100,100,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Not an MSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Not an MSI","HBCUs"
"Category 1",NA,NA,NA,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HBCU","Non-HBCUs"
"Category 2",100,100,100,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HBCU","HBCUs"
"Category 1",100,100,100,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","PBI","Non-HBCUs"
"Category 2",NA,NA,NA,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","PBI","HBCUs"
"Category 1",100,100,100,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","HSI","HBCUs"
"Category 1",100,100,100,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","AAPISI","Non-HBCUs"
"Category 2",NA,NA,NA,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","AAPISI","HBCUs"
"Category 1",100,100,100,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Tribal college","Non-HBCUs"
"Category 2",NA,NA,NA,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Tribal college","HBCUs"
"Category 1",100,100,100,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Other MSI","Non-HBCUs"
"Category 2",NA,NA,NA,"Other","Institution HBCU Status",2,"Institution MSI Status","euphxp","D8 Percentages","Other MSI","HBCUs"
"Category 1",29.724303,28.87,30.58,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Total","Not a 4-year institution"
"Category 2",11.399876,10.6,12.2,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Total","Very selective"
"Category 3",40.996436,39.51,42.49,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Total","Moderately selective"
"Category 4",7.632262,6.8,8.47,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Total","Minimally selective"
"Category 5",10.247123,8.99,11.5,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Total","Open admission"
"Category 1",22.31248,20.54,24.08,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Not an MSI","Not a 4-year institution"
"Category 2",11.058548,9.82,12.29,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Not an MSI","Very selective"
"Category 3",51.666365,49.43,53.9,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Not an MSI","Moderately selective"
"Category 4",6.818131,5.94,7.7,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Not an MSI","Minimally selective"
"Category 5",8.144476,6.62,9.67,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Not an MSI","Open admission"
"Category 1",10.471006,8.14,12.81,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HBCU","Not a 4-year institution"
"Category 2",8.496835,-0.21,17.2,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HBCU","Very selective"
"Category 3",46.169638,39,53.33,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HBCU","Moderately selective"
"Category 4",26.901719,17.76,36.05,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HBCU","Minimally selective"
"Category 5",7.960803,3.31,12.61,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HBCU","Open admission"
"Category 1",53.123133,47.96,58.29,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","PBI","Not a 4-year institution"
"Category 2",0.31373,0.19,0.44,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","PBI","Very selective"
"Category 3",26.340128,22.58,30.1,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","PBI","Moderately selective"
"Category 4",6.292468,4.51,8.08,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","PBI","Minimally selective"
"Category 5",13.930541,10.39,17.48,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","PBI","Open admission"
"Category 1",39.117662,35.52,42.72,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HSI","Not a 4-year institution"
"Category 2",9.613592,8.56,10.67,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HSI","Very selective"
"Category 3",28.161839,25.38,30.94,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HSI","Moderately selective"
"Category 4",8.638216,7.15,10.13,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HSI","Minimally selective"
"Category 5",14.468691,10.2,18.74,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HSI","Open admission"
"Category 1",6.373037,3.99,8.76,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","AAPISI","Not a 4-year institution"
"Category 2",77.370239,75.16,79.58,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","AAPISI","Very selective"
"Category 3",13.329242,11.67,14.99,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","AAPISI","Moderately selective"
"Category 4",2.349242,1.68,3.02,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","AAPISI","Minimally selective"
"Category 5",0.57824,0.36,0.8,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","AAPISI","Open admission"
"Category 1",57.640277,42.79,72.5,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Tribal college","Not a 4-year institution"
"Category 2",NA,NA,NA,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Tribal college","Very selective"
"Category 3",NA,NA,NA,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Tribal college","Moderately selective"
"Category 4",4.724884,0.77,8.68,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Tribal college","Minimally selective"
"Category 5",37.634839,22.7,52.57,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Tribal college","Open admission"
"Category 1",40.391088,30.02,50.76,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Other MSI","Not a 4-year institution"
"Category 2",19.877402,14.55,25.2,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Other MSI","Very selective"
"Category 3",20.651999,15.79,25.52,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Other MSI","Moderately selective"
"Category 4",9.334032,-0.89,19.56,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Other MSI","Minimally selective"
"Category 5",9.745479,3.87,15.62,"Total","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Other MSI","Open admission"
"Category 1",100,100,100,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Total","Not a 4-year institution"
"Category 2",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Total","Very selective"
"Category 3",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Total","Moderately selective"
"Category 4",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Total","Minimally selective"
"Category 5",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Total","Open admission"
"Category 1",100,100,100,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Not an MSI","Not a 4-year institution"
"Category 2",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Not an MSI","Very selective"
"Category 3",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Not an MSI","Moderately selective"
"Category 4",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Not an MSI","Minimally selective"
"Category 5",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Not an MSI","Open admission"
"Category 1",100,100,100,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HBCU","Not a 4-year institution"
"Category 2",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HBCU","Very selective"
"Category 3",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HBCU","Moderately selective"
"Category 4",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HBCU","Minimally selective"
"Category 5",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HBCU","Open admission"
"Category 1",100,100,100,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","PBI","Not a 4-year institution"
"Category 2",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","PBI","Very selective"
"Category 3",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","PBI","Moderately selective"
"Category 4",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","PBI","Minimally selective"
"Category 5",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","PBI","Open admission"
"Category 1",100,100,100,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HSI","Not a 4-year institution"
"Category 2",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HSI","Very selective"
"Category 3",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HSI","Moderately selective"
"Category 4",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HSI","Minimally selective"
"Category 5",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","HSI","Open admission"
"Category 1",100,100,100,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","AAPISI","Not a 4-year institution"
"Category 2",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","AAPISI","Very selective"
"Category 3",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","AAPISI","Moderately selective"
"Category 4",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","AAPISI","Minimally selective"
"Category 5",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","AAPISI","Open admission"
"Category 1",100,100,100,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Tribal college","Not a 4-year institution"
"Category 2",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Tribal college","Very selective"
"Category 3",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Tribal college","Moderately selective"
"Category 4",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Tribal college","Minimally selective"
"Category 5",NA,NA,NA,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Tribal college","Open admission"
"Category 1",100,100,100,"Public 2-year","Institution Selectivity",5,"Institution MSI Status","rjqrjc","D8 Percentages","Other MSI","Not a 4-year institution"
