"Category number","Share","Lower bound","Upper bound","Sector value","Distribution name","Number of categories","Row name","Source code","Section name","Row value","Category name"
"Category 5",55.376368,31.51,79.24,"Public 2-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Native American"
"Category 6",NA,NA,NA,"Public 2-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Native Hawaiian/Pacific Islander"
"Category 7",9.305887,1.99,16.63,"Public 2-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","More than one race"
"Category 1",13.286064,10.14,16.43,"Public 2-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","White"
"Category 2",23.800066,19.12,28.48,"Public 2-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Black or African American"
"Category 3",35.983433,31.29,40.68,"Public 2-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Hispanic or Latino"
"Category 4",21.923752,16.97,26.88,"Public 2-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Asian"
"Category 5",0.607239,-0.16,1.37,"Public 2-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Native American"
"Category 6",NA,NA,NA,"Public 2-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Native Hawaiian/Pacific Islander"
"Category 7",4.070407,1.81,6.33,"Public 2-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","More than one race"
"Category 1",52.385915,51.86,52.91,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","White"
"Category 2",12.014509,11.68,12.35,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","Black or African American"
"Category 3",19.732144,19.28,20.19,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","Hispanic or Latino"
"Category 4",8.692153,8.32,9.06,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","Asian"
"Category 5",1.008229,0.88,1.14,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","Native American"
"Category 6",0.269527,0.16,0.38,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","Native Hawaiian/Pacific Islander"
"Category 7",5.897524,5.56,6.24,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","More than one race"
"Category 1",68.081537,67.34,68.82,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","White"
"Category 2",9.334971,8.83,9.84,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","Black or African American"
"Category 3",9.971914,9.53,10.41,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","Hispanic or Latino"
"Category 4",5.907091,5.45,6.37,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","Asian"
"Category 5",0.80181,0.67,0.94,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","Native American"
"Category 6",0.216114,0.08,0.35,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","Native Hawaiian/Pacific Islander"
"Category 7",5.686564,5.31,6.06,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","More than one race"
"Category 1",4.703618,3.09,6.31,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","White"
"Category 2",74.821505,70.62,79.02,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","Black or African American"
"Category 3",3.026669,2.04,4.02,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","Hispanic or Latino"
"Category 4",1.06122,0.32,1.8,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","Asian"
"Category 5",0.258474,-0.12,0.63,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","Native American"
"Category 6",0.119257,-0.04,0.28,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","Native Hawaiian/Pacific Islander"
"Category 7",16.009258,12.09,19.93,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","More than one race"
"Category 1",40.756289,36.35,45.16,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","White"
"Category 2",36.889791,32.15,41.63,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","Black or African American"
"Category 3",9.730616,8.24,11.22,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","Hispanic or Latino"
"Category 4",2.951213,1.24,4.66,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","Asian"
"Category 5",2.309865,1.51,3.11,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","Native American"
"Category 6",NA,NA,NA,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","Native Hawaiian/Pacific Islander"
"Category 7",7.322608,4.77,9.88,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","More than one race"
"Category 1",27.077961,25.51,28.64,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","White"
"Category 2",7.256204,6.28,8.24,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","Black or African American"
"Category 3",49.921244,48.37,51.47,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","Hispanic or Latino"
"Category 4",9.803303,8.82,10.79,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","Asian"
"Category 5",0.772771,0.51,1.04,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","Native American"
"Category 6",0.339261,0.09,0.58,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","Native Hawaiian/Pacific Islander"
"Category 7",4.829256,4.07,5.59,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","More than one race"
"Category 1",24.736419,22.96,26.52,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","White"
"Category 2",3.86197,2.57,5.15,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","Black or African American"
"Category 3",24.929829,20.49,29.37,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","Hispanic or Latino"
"Category 4",36.524251,32.58,40.46,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","Asian"
"Category 5",NA,NA,NA,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","Native American"
"Category 6",0.685535,0.5,0.87,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","Native Hawaiian/Pacific Islander"
"Category 7",9.133185,7.17,11.09,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","More than one race"
"Category 1",16.688735,10.79,22.58,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","White"
"Category 2",NA,NA,NA,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Black or African American"
"Category 3",2.31285,-0.1,4.72,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Hispanic or Latino"
"Category 4",NA,NA,NA,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Asian"
"Category 5",72.9823,66.22,79.75,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Native American"
"Category 6",NA,NA,NA,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Native Hawaiian/Pacific Islander"
"Category 7",5.321333,1.25,9.39,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","More than one race"
"Category 1",17.478221,15.8,19.15,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","White"
"Category 2",9.937175,7.88,11.99,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Black or African American"
"Category 3",33.543843,30.17,36.92,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Hispanic or Latino"
"Category 4",34.532365,30.96,38.1,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Asian"
"Category 5",NA,NA,NA,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Native American"
"Category 6",0.776549,-0.11,1.66,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Native Hawaiian/Pacific Islander"
"Category 7",3.607463,2.48,4.74,"Public 4-year","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","More than one race"
"Category 1",47.015347,46.08,47.95,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","White"
"Category 2",16.857946,16.19,17.53,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","Black or African American"
"Category 3",18.461067,17.61,19.31,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","Hispanic or Latino"
"Category 4",7.751591,7,8.51,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","Asian"
"Category 5",1.167984,0.78,1.56,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","Native American"
"Category 6",0.673215,0.35,1,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","Native Hawaiian/Pacific Islander"
"Category 7",8.072851,6.98,9.17,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Total","More than one race"
"Category 1",57.392578,55.09,59.69,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","White"
"Category 2",12.206599,10.82,13.59,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","Black or African American"
"Category 3",12.506162,10.67,14.34,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","Hispanic or Latino"
"Category 4",8.620617,7.7,9.54,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","Asian"
"Category 5",0.934561,0.56,1.31,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","Native American"
"Category 6",0.605691,0.18,1.04,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","Native Hawaiian/Pacific Islander"
"Category 7",7.733791,6.35,9.11,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Not an MSI","More than one race"
"Category 1",2.246166,-2.5,7,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","White"
"Category 2",78.553345,70.33,86.78,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","Black or African American"
"Category 3",6.637283,-0.54,13.81,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","Hispanic or Latino"
"Category 4",0.556969,0.03,1.08,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","Asian"
"Category 5",NA,NA,NA,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","Native American"
"Category 6",NA,NA,NA,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","Native Hawaiian/Pacific Islander"
"Category 7",11.786014,6.58,16.99,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HBCU","More than one race"
"Category 1",34.337718,30.12,38.55,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","White"
"Category 2",38.781822,33.24,44.32,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","Black or African American"
"Category 3",9.269337,5.21,13.33,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","Hispanic or Latino"
"Category 4",2.025064,1.21,2.84,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","Asian"
"Category 5",1.554819,-0.11,3.22,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","Native American"
"Category 6",0.795465,-0.08,1.67,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","Native Hawaiian/Pacific Islander"
"Category 7",13.235774,10.3,16.17,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","PBI","More than one race"
"Category 1",21.288469,15.44,27.14,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","White"
"Category 2",10.610412,7.45,13.77,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","Black or African American"
"Category 3",56.201052,47.37,65.04,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","Hispanic or Latino"
"Category 4",5.909708,3.37,8.45,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","Asian"
"Category 5",1.216316,0.01,2.43,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","Native American"
"Category 6",0.639564,0.05,1.23,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","Native Hawaiian/Pacific Islander"
"Category 7",4.134479,1.82,6.45,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","HSI","More than one race"
"Category 1",28.22658,20.15,36.31,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","White"
"Category 2",3.791139,1.03,6.55,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","Black or African American"
"Category 3",16.738863,6.92,26.55,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","Hispanic or Latino"
"Category 4",26.866931,19.03,34.71,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","Asian"
"Category 5",0.615523,-0.23,1.46,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","Native American"
"Category 6",6.258658,0.86,11.66,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","Native Hawaiian/Pacific Islander"
"Category 7",17.502308,10.3,24.7,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","AAPISI","More than one race"
"Category 1",4.550877,-13.37,22.47,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","White"
"Category 2",1.126945,-7.16,9.42,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Black or African American"
"Category 3",1.260504,-9.05,11.57,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Hispanic or Latino"
"Category 4",NA,NA,NA,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Asian"
"Category 5",82.170376,49.19,115.15,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Native American"
"Category 6",NA,NA,NA,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","Native Hawaiian/Pacific Islander"
"Category 7",10.493716,-10.86,31.84,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Tribal college","More than one race"
"Category 1",19.211967,10.83,27.59,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","White"
"Category 2",20.695983,8.68,32.71,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Black or African American"
"Category 3",31.058206,22.64,39.47,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Hispanic or Latino"
"Category 4",20.50779,7.74,33.28,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Asian"
"Category 5",0.122075,-0.07,0.31,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Native American"
"Category 6",1.216631,-0.06,2.49,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","Native Hawaiian/Pacific Islander"
"Category 7",7.187349,2.75,11.63,"Other","Race/Ethnicity",7,"Institution MSI Status","cyqnzc","D8 Percentages","Other MSI","More than one race"
"Category 1",6.176669,5.8,6.56,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Total","Middle school/junior high"
"Category 2",34.486532,33.56,35.41,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Total","High school"
"Category 3",59.336798,58.52,60.15,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Total","College or beyond"
"Category 1",3.725958,3.21,4.24,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Not an MSI","Middle school/junior high"
"Category 2",30.619074,29.3,31.94,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Not an MSI","High school"
"Category 3",65.654969,64.52,66.79,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Not an MSI","College or beyond"
"Category 1",2.836051,2,3.68,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HBCU","Middle school/junior high"
"Category 2",40.507212,37.33,43.69,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HBCU","High school"
"Category 3",56.656737,53.34,59.97,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HBCU","College or beyond"
"Category 1",6.665594,5.21,8.12,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","PBI","Middle school/junior high"
"Category 2",44.119562,39.79,48.44,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","PBI","High school"
"Category 3",49.214844,44.89,53.54,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","PBI","College or beyond"
"Category 1",12.135831,11.11,13.17,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HSI","Middle school/junior high"
"Category 2",39.926682,38.36,41.49,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HSI","High school"
"Category 3",47.937487,46.06,49.81,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HSI","College or beyond"
"Category 1",7.161354,5.86,8.46,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","AAPISI","Middle school/junior high"
"Category 2",28.690993,25.43,31.95,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","AAPISI","High school"
"Category 3",64.147654,61.36,66.93,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","AAPISI","College or beyond"
"Category 1",2.488038,0.77,4.2,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Tribal college","Middle school/junior high"
"Category 2",52.24591,42.72,61.77,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Tribal college","High school"
"Category 3",45.266052,36.25,54.28,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Tribal college","College or beyond"
"Category 1",14.291481,12.48,16.1,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Other MSI","Middle school/junior high"
"Category 2",41.281146,38.49,44.07,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Other MSI","High school"
"Category 3",44.427373,41.18,47.67,"Total","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Other MSI","College or beyond"
"Category 1",8.286464,7.63,8.94,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Total","Middle school/junior high"
"Category 2",41.624443,40.44,42.8,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Total","High school"
"Category 3",50.089093,48.89,51.28,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Total","College or beyond"
"Category 1",4.787401,4.19,5.38,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Not an MSI","Middle school/junior high"
"Category 2",40.769564,39.08,42.46,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Not an MSI","High school"
"Category 3",54.443035,52.74,56.14,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Not an MSI","College or beyond"
"Category 1",7.368442,3.91,10.83,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HBCU","Middle school/junior high"
"Category 2",41.877818,35.76,48,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HBCU","High school"
"Category 3",50.75374,42.61,58.9,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HBCU","College or beyond"
"Category 1",5.727113,4.35,7.1,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","PBI","Middle school/junior high"
"Category 2",40.683735,37.94,43.43,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","PBI","High school"
"Category 3",53.589152,50.17,57.01,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","PBI","College or beyond"
"Category 1",13.494809,11.78,15.21,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HSI","Middle school/junior high"
"Category 2",42.731926,40.81,44.66,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HSI","High school"
"Category 3",43.773266,41.62,45.93,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HSI","College or beyond"
"Category 1",4.647371,0.42,8.88,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","AAPISI","Middle school/junior high"
"Category 2",36.912809,31.22,42.61,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","AAPISI","High school"
"Category 3",58.43982,50.57,66.31,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","AAPISI","College or beyond"
"Category 1",1.802703,-0.31,3.92,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Tribal college","Middle school/junior high"
"Category 2",59.504875,42.14,76.87,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Tribal college","High school"
"Category 3",38.692423,22,55.38,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Tribal college","College or beyond"
"Category 1",17.191719,13.61,20.77,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Other MSI","Middle school/junior high"
"Category 2",42.561643,37.7,47.42,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Other MSI","High school"
"Category 3",40.246638,34.62,45.88,"Public 2-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Other MSI","College or beyond"
"Category 1",5.062792,4.71,5.42,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Total","Middle school/junior high"
"Category 2",30.273247,29.54,31,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Total","High school"
"Category 3",64.663961,63.93,65.4,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Total","College or beyond"
"Category 1",2.670321,2.4,2.94,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Not an MSI","Middle school/junior high"
"Category 2",26.762047,25.86,27.67,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Not an MSI","High school"
"Category 3",70.567632,69.65,71.48,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","Not an MSI","College or beyond"
"Category 1",1.781863,0.85,2.71,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HBCU","Middle school/junior high"
"Category 2",39.203114,35.12,43.29,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HBCU","High school"
"Category 3",59.015023,55.05,62.98,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HBCU","College or beyond"
"Category 1",4.780118,3.76,5.8,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","PBI","Middle school/junior high"
"Category 2",37.001756,34.09,39.91,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","PBI","High school"
"Category 3",58.218126,55.16,61.28,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","PBI","College or beyond"
"Category 1",10.225739,8.94,11.51,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HSI","Middle school/junior high"
"Category 2",36.582322,34.81,38.35,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HSI","High school"
"Category 3",53.191939,51.46,54.92,"Public 4-year","Parents' Highest Education Level",3,"Institution MSI Status","lvxiar","D8 Percentages","HSI","College or beyond"
